0,legit,10%,01,legit,0%,02,legit,0%,03,legit,0%,04,legit,0%,05,legit,0%,06,legit,0%,07,legit,0%,08,legit,0%,09,legit,0%,010,legit,0%,011,legit,0%,012,legit,0%,013,legit,0%,014,legit,0%,015,legit,0%,016,legit,0%,017,legit,0%,018,legit,0%,019,legit,0%,020,legit,0%,021,legit,0%,022,legit,0%,023,legit,0%,024,legit,0%,025,legit,0%,026,legit,0%,027,legit,0%,028,legit,0%,029,legit,0%,030,legit,0%,031,legit,0%,032,legit,0%,033,legit,0%,034,legit,0%,035,legit,0%,036,legit,0%,037,legit,0%,038,legit,0%,039,legit,0%,040,legit,0%,041,legit,0%,042,legit,0%,043,legit,0%,044,legit,0%,045,legit,0%,046,legit,0%,047,legit,0%,048,legit,0%,049,legit,0%,050,legit,0%,051,legit,0%,052,legit,0%,053,legit,0%,054,legit,0%,055,legit,0%,056,legit,0%,057,legit,0%,058,legit,0%,059,legit,0%,060,legit,0%,061,legit,0%,062,legit,0%,063,legit,0%,064,legit,0%,065,legit,0%,066,legit,0%,067,legit,0%,068,legit,0%,069,legit,0%,070,legit,0%,071,legit,0%,072,legit,0%,073,legit,0%,074,legit,0%,075,legit,0%,076,legit,0%,077,legit,0%,078,legit,0%,079,legit,0%,080,legit,0%,081,legit,0%,082,phishing,95%,083,legit,0%,084,legit,0%,085,legit,0%,086,legit,0%,087,legit,0%,088,legit,0%,089,legit,0%,090,legit,0%,091,legit,0%,092,legit,0%,093,legit,0%,094,legit,0%,095,legit,0%,096,legit,0%,097,legit,0%,098,legit,0%,099,legit,0%,0135,legit,0%,0
100,legit,0%,0
101,legit,0%,0
102,legit,0%,0
103,legit,0%,0
104,legit,0%,0
105,legit,0%,0
106,legit,0%,0
107,legit,0%,0
108,legit,0%,0
109,legit,0%,0
110,legit,0%,0
111,legit,0%,0
112,legit,0%,0
113,legit,0%,0
114,legit,0%,0
115,legit,0%,0
116,legit,0%,0
117,legit,0%,0
118,legit,0%,0
119,legit,0%,0
120,legit,0%,0
121,legit,0%,0
122,legit,0%,0
124,legit,10%,0
125,legit,0%,0
126,legit,0%,0
127,legit,0%,0
128,legit,0%,0
129,legit,0%,0
130,legit,0%,0
131,legit,0%,0
132,legit,0%,0
133,legit,0%,0
134,legit,0%,0
135,legit,0%,0
136,legit,0%,0
137,legit,0%,0
138,legit,0%,0
139,legit,0%,0
140,legit,0%,0
141,legit,0%,0
142,legit,0%,0
143,legit,0%,0
144,legit,0%,0
145,legit,0%,0
146,legit,0%,0
147,legit,0%,0
148,legit,0%,0
149,legit,0%,0
150,legit,0%,0
151,legit,0%,0
152,legit,0%,0
153,legit,0%,0
154,legit,0%,0
155,legit,0%,0
156,legit,0%,0
157,legit,0%,0
158,legit,0%,0
159,legit,0%,0
160,legit,0%,0
161,legit,0%,0
162,legit,0%,0
163,legit,0%,0
164,legit,0%,0
165,legit,0%,0
166,legit,0%,0
167,legit,0%,0
168,legit,0%,0
169,legit,0%,0
170,legit,0%,0
171,legit,10%,0
172,legit,10%,0
173,legit,0%,0
174,legit,0%,0
175,legit,0%,0
176,legit,0%,0
177,legit,0%,0
178,legit,10%,0
179,legit,0%,0
180,legit,0%,0
181,phishing,85%,0
